code;codein;name;high;low;varBid;pctChange;bid;ask;timestamp;create_date;date
USD;BRL;Dólar Americano/Real Brasileiro;5.1954;5.1944;0.001;0.02;5.1945;5.1955;2022-06-22 23:59:00;2022-06-22 20:59:00;2022-06-22
